Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Male;;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Metabolome;drug effects;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Probiotics;administration &amp; dosage;pharmacology;therapeutic use;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Rats;;;;;
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in D-galactosamine-treated rats;PRJNA552945;Rats, Sprague-Dawley;;;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;Bacteria;isolation &amp; purification;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;Disinfectants;administration &amp; dosage;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;Endophytes;isolation &amp; purification;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;Firmicutes;isolation &amp; purification;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;India;;;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;Lycopersicon esculentum;microbiology;;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;Microbiota;;;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;RNA, Bacterial;analysis;;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;RNA, Ribosomal, 16S;analysis;;;;
Molecular Profiling on Surface-Disinfected Tomato Seeds Reveals High Diversity of Cultivation-Recalcitrant Endophytic Bacteria with Low Shares of Spore-Forming Firmicutes;PRJNA552773;Seeds;microbiology;;;;
Role of the intestinal microbiome in low-density polyethylene degradation by caterpillar larvae of the greater wax moth, Galleria mellonella;PRJNA552585;Animals;;;;;
Role of the intestinal microbiome in low-density polyethylene degradation by caterpillar larvae of the greater wax moth, Galleria mellonella;PRJNA552585;Biodegradation, Environmental;;;;;
Role of the intestinal microbiome in low-density polyethylene degradation by caterpillar larvae of the greater wax moth, Galleria mellonella;PRJNA552585;Gastrointestinal Microbiome;;;;;
Role of the intestinal microbiome in low-density polyethylene degradation by caterpillar larvae of the greater wax moth, Galleria mellonella;PRJNA552585;Moths;metabolism;microbiology;;;
Role of the intestinal microbiome in low-density polyethylene degradation by caterpillar larvae of the greater wax moth, Galleria mellonella;PRJNA552585;Polyethylene;metabolism;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Azithromycin;administration &amp; dosage;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Campylobacter;drug effects;pathogenicity;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Campylobacter Infections;drug therapy;genetics;mortality;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Child;;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Child Mortality;;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Child, Preschool;;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Drug Resistance, Bacterial;drug effects;genetics;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Gastrointestinal Microbiome;drug effects;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Gene Expression Regulation, Bacterial;drug effects;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Humans;;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Macrolides;administration &amp; dosage;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Male;;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Metagenomics;;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Nigeria;epidemiology;;;;
Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution;PRJNA549968;Sequence Analysis, RNA;;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Bacteria;classification;isolation &amp; purification;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Biological Oxygen Demand Analysis;;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Environmental Monitoring;methods;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Humans;;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Mexico;;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Microbiota;;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Nitrogen;analysis;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Oxygen;analysis;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Phosphorus;analysis;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Rivers;chemistry;microbiology;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Urbanization;;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Water Pollutants, Chemical;analysis;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Water Pollution;analysis;;;;
Integrative study of microbial community dynamics and water quality along The Apatlaco River;PRJNA547779;Water Quality;;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Amino Acids;biosynthesis;metabolism;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Animals;;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Bacteria;classification;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Bacteroidetes;classification;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Cecum;metabolism;microbiology;physiology;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Firmicutes;classification;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Gastrointestinal Microbiome;genetics;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Microbiota;genetics;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;RNA, Ribosomal, 16S;genetics;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Republic of Korea;;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Sequence Analysis, RNA;methods;;;;
Comparison of Bacterial Populations in the Ceca of Swine at Two Different Stages and their Functional Annotations;PRJNA540190;Swine;growth &amp; development;microbiology;;
Viral pathogen discovery;PRJNA51951;Animals;;;;;
Viral pathogen discovery;PRJNA51951;Disease Models, Animal;;;;;
Viral pathogen discovery;PRJNA51951;Drug Contamination;;;;;
Viral pathogen discovery;PRJNA51951;Genomics ;methods;;;;
Viral pathogen discovery;PRJNA51951;Humans;;;;;
Viral pathogen discovery;PRJNA51951;Virology;methods;;;;
Viral pathogen discovery;PRJNA51951;Virus Diseases;etiology;virology;;;
Viral pathogen discovery;PRJNA51951;Viruses;isolation & purification;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Animals;;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Carrier State;immunology;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Clostridioides difficile;growth & development;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Clostridium Infections;immunology;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Cluster Analysis;;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;DNA, Bacterial;chemistry;genetics;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;DNA, Ribosomal;chemistry;genetics;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Disease Models, Animal;;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Disease Susceptibility;;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Feces;microbiology;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Mice;;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Microbiota;drug effects;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Omeprazole;administration & dosage;adverse effects;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Phylogeny;;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Proton Pump Inhibitors;administration & dosage;adverse effects;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;RNA, Ribosomal, 16S;genetics;;;;
The Proton Pump Inhibitor Omeprazole Does Not Promote Clostridioides difficile Colonization in a Murine Model;PRJNA554866;Sequence Analysis, DNA;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Animals;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Blotting, Western;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Chromatography, High Pressure Liquid;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Colon;chemistry;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Disease Models, Animal;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Gastric Emptying;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Gastrointestinal Diseases;complications;microbiology;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Gastrointestinal Microbiome;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Gastrointestinal Transit;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Mice, Inbred C57BL;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Mice, Transgenic;;;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Neurotransmitter Agents;analysis;metabolism;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Parkinsonian Disorders;complications;microbiology;;;
MitoPark transgenic mouse model recapitulates the gastrointestinal dysfunction and gut-microbiome changes of Parkinson's disease ;PRJNA559904;Real-Time Polymerase Chain Reaction;;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Animals;;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Antioxidants;metabolism;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Archaea;classification;isolation & purification;metabolism;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Ascomycota;classification;isolation & purification;metabolism;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Bacteria;classification;isolation & purification;metabolism;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Biological Products;metabolism;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Caenorhabditis elegans;growth & development;microbiology;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Environmental Microbiology;;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Mediterranean Region;;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Microbiological Techniques;;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Microbiota;;;;;
Microbial communities of the Mediterranean rocky shore: ecology and biotechnological potential of the sea‐land transition;PRJNA556782;Survival Analysis;;;;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Bacteria;classification;genetics;isolation & purification;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Biodiversity;;;;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Endophytes;classification;genetics;isolation & purification;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Microbiota;genetics;;;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Organ Specificity;;;;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Plant Structures;microbiology;;;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Species Specificity;;;;;
Culture-independent analysis of an endophytic core microbiome in two species of wheat: Triticum aestivum L. (cv. ‘Hondia’) and the first report of microbiota in Triticum spelta L. (cv. ‘Rokosz’);PRJNA547686;Triticum;genetics;microbiology;;;
